,text_final
772,"['list', 'mark', 'list', 'turn', 'data', 'source', 'actually', 'draw', 'somehow', 'affinity', 'diagram', 'äúlabel', 'äù', 'data', 'source', 'end', 'äúlabels', 'äù', 'facet', 'type', 'like', 'motivation', 'abi', 'pink', 'box', 'fig', 'example', 'draw', 'factoid', 'paper', 'x', 'end', 'äúinterests', 'äù', 'äúmotivations', 'äù', 'tell', 'use', 'paper', 'x', 'label', 'stuff', 'end', 'interest', 'motivation']"
773,"['question', 'concern', 'teammate', 'microservice', 'understand', 'microservice', 'communication', 'contract', 'time', 'clear', 'already', 'instruction', 'write', 'post', 'question', 'teammate', 'write', 'microservice', 'custom', 'project', 'use', 'see', 'reference', 'task', 'sprint', 'publish', 'plan', 'microservice', 'communication', 'contract', 'task', 'microservice', 'implementation', 'request', 'feedback', 'team', 'everything', 'teammate', 'need', 'know', 'microservice', 'build', 'use', 'question', 'something', 'important', 'want', 'share', 'teammate', 'write', 'none', 'teammate', 'question', 'please', 'respond', 'soon', 'possible', 'either', 'discussion', 'another', 'communication', 'channel']"
774,"['weekly', 'status', 'update']"
775,"['please', 'indicate', 'report', 'team', 'member', 'participate', 'interview', 'observation']"
776,"['product', 'persona', 'translator', 'manufacture', 'lot', 'different', 'language', 'translation', 'product', 'learn', 'apps', 'help', 'people', 'learn', 'new', 'foreign', 'languages', 'product', 'similar', 'google', 'translate', 'automatically', 'translate', 'document', 'etc']"
777,"['assignment', 'rubric']"
778,"['question', 'ask', 'answer', 'typical', 'stand', 'question', 'difference', 'answer', 'every', 'day', 'answer', 'asynchronously', 'instruction', 'answer', 'three', 'question', 'last', 'status', 'update', 'plan', 'next', 'status', 'update', 'something', 'block', 'plan', 'optional', 'respond', 'friend', 'blocker', 'help', 'remove']"
779,"['provide', 'context', 'feature', 'roughly', 'sketch', 'page']"
780,"['g', 'child', 'senior', 'citizen', 'people', 'disability', 'etc']"
781,"['question', 'ask', 'answer', 'typical', 'stand', 'question']"
782,"['stated', 'sprint', 'goal', 'grader', 'understands', 'mean']"
783,"['list', 'question']"
784,"['important', 'work', 'together', 'divide', 'conquer']"
785,"['paper', 'prototype', 'usability', 'evaluation']"
786,"['addition', 'team', 'member', 'participate', 'least', 'one', 'observation', 'interview']"
787,"['also', 'suggest', 'multiple', 'team', 'member', 'participate', 'observation', 'interview', 'one', 'person', 'interview', 'another', 'person', 'take', 'note', 'need', 'transcribe', 'participant', 'answer', 'much', 'possible']"
788,"['need', 'provide', 'draw', 'sentence', 'per', 'teammate']"
789,"['spec', 'exactly', 'assignment']"
790,"['described', 'thought', 'csh', 'reading', 'least', 'paragraph']"
791,"['user', 'story', 'quality', 'attribute']"
792,"['feel', 'free', 'use', 'piazza', 'slack', 'find', 'team']"
793,"['next', 'extra', 'credit']"
794,"['clarify', 'assumption', 'make', 'user', 'situation', 'location', 'service', 'enable']"
795,['pt']
796,"['promising', 'resource', 'web', 'fun', 'central']"
797,"['g', 'interest', 'design', 'insight', 'data', 'relate', 'real', 'user', 'need', 'activity', 'deserve', 'support', 'attention']"
798,"['pencil', 'paper', 'later', 'scan', 'recommend']"
799,"['question', 'please', 'dm', 'email', 'happy', 'answer', 'question', 'discuss', 'look', 'term', 'project', 'decide', 'thanks']"
800,"['peer', 'review']"
801,"['area', 'use', 'assessor', 'leave', 'comment', 'relate', 'criterion']"
802,"['video', 'show', 'feature', 'individual', 'project']"
803,"['studio', 'site', 'org']"
804,"['also', 'recommend', 'several', 'team', 'member', 'participate', 'observation', 'interview', 'one', 'person', 'conduct', 'interview', 'person', 'take', 'note', 'transcribe', 'participant', 'answer', 'much', 'possible']"
805,"['write', 'post', 'say', 'agree', 'diagram', 'teammate', 'post']"
806,"['teammate', 'post', 'match', 'say', 'reach']"
807,"['select', 'one', 'following', 'request', 'special', 'permission', 'burnett', 'marginalized', 'population', 'prefer', 'first', 'come', 'first', 'serve']"
808,"['project', 'installment']"
809,"['attach', 'detailed', 'observation', 'verbal', 'interview', 'response', 'separate', 'pdf', 'annex']"
810,"['adequate', 'get', 'job', 'do', 'two', 'item', 'reach', 'level', 'b']"
811,['sep']
812,['pt']
813,"['provide', 'uml', 'sequence', 'diagram', 'show', 'requesting', 'receive', 'data', 'teammate', 'individual', 'project', 'microservice', 'grader', 'see', 'obvious', 'error']"
814,"['ground', 'rule', 'vague', 'seem', 'rush', 'unrealistic']"
815,"['concept', 'select', 'evidence', 'criterion', 'use', 'sentence', 'fine']"
816,"['individually', 'grade', 'item']"
817,"['feature', 'set', 'software', 'product', 'envision', 'software', 'product', 'multiple', 'issue', 'make', 'potentially', 'poor', 'fit', 'marginalized', 'population']"
818,"['create', 'space', 'user', 'make', 'request', 'book', 'ca', 'remember', 'name', 'ask', 'suggestion']"
819,"['example', 'conduct', 'interview', 'list', 'question', 'collect', 'data', 'set', 'allow', 'triangulation', 'etc']"
820,"['team', 'create', 'sprint', 'plan', 'start', 'coding']"
821,"['show', 'team', 'feedback', 'late', 'assignment']"
822,"['download', 'complete', 'assignment', 'template', 'submit']"
823,"['example', 'write', 'term', 'paper', 'class']"
824,"['effect', 'understand']"
825,"['see', 'read', 'project', 'option']"
826,"['request', 'feedback', 'team', 'code', 'smell']"
827,"['data', 'thing', 'need', 'find', 'data', 'figure', 'c']"
828,"['report', 'make', 'report', 'track', 'copy', 'per', 'group']"
829,"['finish', 'individual', 'project', 'make', 'video', 'portfolio', 'make', 'reference', 'sheet', 'concept', 'learn', 'course']"
830,"['answer', 'retrospective', 'question', 'sprint', 'read', 'scrum', 'guide']"
831,"['nobody', 'team', 'get', 'feedback', 'soon', 'enough', 'nothing', 'change', 'part', 'assignment', 'defer']"
832,"['answer', 'question', 'time', 'separate', 'day', 'status', 'update']"
833,"['q', 'peer', 'review', 'design', 'evaluate', 'time', 'u', 'revise']"
834,"['submit', 'following']"
835,"['example', 'add', 'random', 'dog', 'photo', 'feature', 'power', 'teammate', 'image', 'service', 'also', 'need', 'random', 'dog', 'button', 'etc']"
836,"['team', 'work', 'one', 'project', 'term']"
837,"['also', 'need', 'concentrate', 'one', 'feature']"
838,"['everything', 'need', 'fulfill', 'use', 'case', 'final', 'color', 'font', 'sizes', 'etc', 'everything']"
839,"['team', 'combine', 'ui', 'design', 'grader', 'access']"
840,"['please', 'one', 'person', 'group', 'submit', 'assignment']"
841,"['first', 'login', 'osu', 'account', 'access']"
842,"['use', 'case', 'uml', 'diagram', 'oo', 'evaluation']"
843,"['please', 'one', 'person', 'group', 'submit', 'assignment']"
844,"['explain', 'understanding', 'access']"
845,"['last', 'slide', 'presentation', 'list', 'source', 'actually', 'read', 'far', 'read', 'rest', 'source', 'presentation']"
846,"['along', 'way', 'team', 'update', 'ui', 'design', 'base', 'sprint', 'heuristic', 'assessment', 'people', 'outside', 'team', 'separate', 'task', 'update', 'ui', 'design']"
847,"['create', 'video', 'show', 'microservice', 'receive', 'request', 'respond', 'data', 'must', 'follow', 'instruction', 'create', 'upload', 'video', 'post', 'link', 'video', 'question', 'answer', 'update', 'prove', 'base', 'service', 'work', 'send', 'receive', 'data', 'work', 'team', 'member', 'afterwards', 'establish', 'resolve', 'network', 'connectivity', 'issue', 'yes', 'need', 'integrate', 'teammate', 'software', 'next', 'sprint']"
848,"['question', 'concern', 'teammate', 'microservice', 'understand', 'microservice', 'communication', 'contract', 'microservice', 'individual', 'project', 'use', 'see', 'reference', 'assignment', 'sprint', 'plan', 'microservice', 'publish', 'contract', 'communication', 'assignment', 'microservice', 'implementation', 'request', 'feedback', 'team', 'anything', 'important', 'colleague', 'need', 'know', 'microservice', 'build', 'use', 'question', 'anything', 'important', 'tell', 'teammate', 'write', 'none', 'teammate', 'question', 'please', 'answer', 'soon', 'discussion', 'communication', 'channel']"
849,"['lack', 'one', 'two', 'quality']"
850,"['video', 'show', 'ui', 'button', 'receive', 'user', 'command']"
851,[]
852,"['provide', 'team', 'feedback', 'ui', 'design']"
853,"['write', 'least', 'one', 'paragraph', 'either', 'experience', 'obtain', 'transition', 'professional', 'internship', 'question', 'others', 'regard', 'obtain', 'transition', 'professional', 'internship']"
854,"['describe', 'task', 'use', 'project', 'system', 'would', 'ask', 'user', 'perform', 'shadowing']"
855,"['fill', 'gap', 'consider', 'following', 'analytical', 'process', 'use', 'x', 'mag', 'derivative', 'inclusive', 'mag', 'version', 'cognitive', 'walkthrough', 'cw', 'one', 'experience', 'gender', 'mag', 'version', 'heuristic', 'evaluation']"
856,"['almost', 'retrospective', 'question', 'answer', 'vague']"
857,"['project', 'include']"
858,"['example', 'user', 'could', 'say', 'english', 'room', 'app', 'could', 'say', 'loud', 'donde', 'esta', 'la', 'habitacion', 'target', 'language', 'spanish']"
859,"['assign', 'reasonable', 'amount', 'work', 'task', 'subtasks', 'deadline']"
860,"['mostly', 'tim', 'tend', 'leap', 'uncertainty', 'throw', 'caution', 'wind', 'search', 'path', 'least', 'resistance', 'use', 'many', 'idiom']"
861,"['need', 'pick', 'two', 'slice', 'population', 'along', 'diversity', 'dimension', 'one', 'marginalize', 'current', 'software', 'one', 'probably', 'software', 'product', 'feature', 'subset', 'design', 'redesign', 'encourage', 'pick', 'project', 'personal', 'interest', 'least', 'member', 'team']"
862,"['inclusive', 'design', 'project', 'aid', 'perform', 'first', 'lifecycle', 'stage', 'persona', 'development']"
863,"['sample', 'turn', 'writeup', 'persona', 'foundation', 'concept', 'sketch']"
864,"['help', 'create', 'high', 'level', 'class', 'level', 'architecture', 'diagram', 'project', 'evaluate', 'class', 'level', 'diagram', 'use', 'oo', 'design', 'principle', 'revise', 'help', 'plan', 'extensibility', 'maintainability']"
865,"['use', 'rubric']"
866,"['write', 'name', 'team', 'member']"
867,"['recommend', 'post', 'design', 'early', 'respond', 'others', 'early', 'encourage', 'others']"
868,"['lack', 'quality']"
869,"['example', 'turn', 'ins', 'report']"
870,"['provide', 'working', 'correct', 'url']"
871,"['show', 'team', 'provide', 'feedback', 'part', 'task', 'later']"
872,"['along', 'way', 'team', 'update', 'sprint', 'ui', 'design', 'heuristic', 'evaluation', 'people', 'outside', 'team', 'update', 'ui', 'design']"
873,"['discus', 'sprint', 'term', 'communication']"
874,"['sprint', 'job', 'discussion', 'rubric']"
875,"['provide', 'feedback', 'team', 'mvp']"
876,"['download', 'template', 'template']"
877,"['paper', 'page', 'use', 'word', 'processing', 'style', 'feature', 'table', 'content', 'free', 'grammar', 'spelling', 'error', 'application', 'support', 'feature']"
878,"['see', 'page']"
879,[]
880,"['see', 'others', 'approach', 'ui', 'design', 'give', 'idea']"
881,"['use', 'case', 'separate', 'set', 'screen', 'except', 'two', 'use', 'case', 'result', 'identical', 'ui', 'action', 'screen', 'appearance', 'need', 'explicitly', 'mention', 'result', 'ui']"
882,"['one', 'two', 'requirement', 'satisfy']"
883,"['assignment', 'project', 'installment', 'project', 'formation']"
884,"['post', 'say', 'agree', 'diagram', 'see']"
885,"['make', 'usable', 'people', 'understand', 'use', 'software', 'without', 'make', 'many', 'error', 'become', 'frustrate', 'want', 'people', 'enjoy', 'software']"
886,"['scan', 'instead', 'draw', 'computer']"
887,"['read', 'rest', 'source', 'presentation']"
888,"['make', 'usable', 'people', 'understand', 'use', 'software', 'without', 'make', 'lot', 'mistake', 'get', 'frustrate', 'want', 'people', 'enjoy', 'software']"
889,"['video', 'show', 'mvp', 'reflect', 'first', 'quality', 'attribute']"
890,"['provide', 'git', 'hub', 'link', 'make', 'sure', 'teammate', 'rater', 'access']"
891,"['instruction', 'team', 'meet', 'discuss', 'need', 'microservice']"
892,[]
893,"['sprint', 'plan', 'rubric']"
894,"['software', 'engineering', 'cs']"
895,"['respond', 'positive', 'comment', 'ui', 'design', 'suggestion', 'question']"
896,"['heuristic', 'evaluation', 'example']"
897,"['sprint', 'reading']"
898,"['ally', 'course', 'accessibility', 'report', 'medium', 'gallery', 'udoit', 'accessibility', 'check', 'collaboration', 'module', 'outcome', 'setting']"
899,"['see', 'others', 'approach', 'ui', 'design', 'might', 'give', 'inspiration']"
900,"['neither', 'question', 'answer', 'least', 'two', 'sentence', 'answer', 'vague']"
901,"['äôt', 'make', 'prototype', 'pretty']"
902,"['collect', 'data', 'set', 'allow', 'triangulation', 'etc']"
903,"['download', 'sample', 'prior', 'year', 'similar', 'exactly', 'assignment', 'criterion']"
904,"['advice', 'first', 'organizational', 'introspection', 'xxxxx', 'question', 'try', 'answer', 'company', 'new', 'persona']"
905,"['fill', 'highlighted', 'area']"
906,"['implementation', 'team', 'get', 'choose', 'technology', 'stack']"
907,[]
908,"['facet', 'value', 'match', 'facet', 'describe', 'least', 'one', 'sentence', 'one', 'facet']"
909,"['edit', 'criterion', 'description']"
910,[]
911,"['people', 'whose', 'home', 'severely', 'damage', 'destroy', 'wildfire']"
912,"['post', 'code', 'available', 'time', 'come', 'instruction', 'post', 'one', 'follow', 'link', 'git', 'hub', 'repository', 'contain', 'ora', 'microservice', 'code', 'link', 'git', 'hub', 'repository', 'contain', 'individual', 'project', 'ora', 'code', 'file', 'zip', 'contain', 'microservice', 'code', 'os', 'zip', 'file', 'contain', 'individual', 'project', 'code', 'code', 'teammate', 'review', 'smell', 'provide', 'git', 'hub', 'link', 'make', 'sure', 'teammate', 'evaluator', 'access']"
913,['upload']
914,"['answer', 'three', 'question', 'last', 'status', 'update', 'plan', 'next', 'status', 'update', 'anything', 'block', 'plan']"
915,"['sprint', 'git', 'hub', 'release']"
916,"['download', 'complete', 'submit', 'assignment', 'template']"
917,"['first', 'sign', 'osu', 'account', 'access', 'word', 'document']"
918,"['team', 'find', 'one', 'base', 'response']"
919,"['describe', 'task', 'use', 'project', 'system', 'ask', 'user', 'observation']"
920,"['therefore', 'choose', 'two', 'slice', 'population', 'accord', 'certain', 'dimension', 'diversity', 'one', 'marginalize', 'current', 'software', 'one', 'probably', 'software', 'product', 'subset', 'functionality', 'design', 'redesign']"
921,"['user', 'suppose', 'individual', 'look', 'recycle', 'specific', 'item', 'observe', 'interview', 'recyclers', 'field', 'difficulty', 'find', 'right', 'site', 'etc']"
922,"['code', 'smell', 'feedback', 'request']"
923,[]
924,"['get', 'feedback', 'ui', 'design']"
925,"['participant', 'strongly', 'recommend', 'observe', 'interview', 'one', 'example', 'structure', 'meeting', 'participant', 'interview', 'briefly', 'minute', 'observe', 'participant', 'minute', 'conduct', 'interview', 'last', 'minute', 'ask', 'question', 'observe', 'e', 'g', 'another', 'option', 'contextual', 'inquiry', 'structure', 'meeting', 'easy', 'way', 'observe', 'participant', 'eg', 'observe', 'doctor', 'interview', 'people', 'session', 'take', 'least', 'minute', 'minute', 'good']"
926,"['note', 'claim', 'change', 'persona', 'regard', 'solve', 'break', 'data', 'flowproblem', 'grader', 'able', 'see', 'modified', 'persona']"
927,"['end', 'sprint', 'git', 'hub', 'release', 'sprint', 'retrospective', 'create', 'demo', 'video', 'client']"
928,"['lack', 'three', 'quality']"
929,"['use', 'section']"
930,"['use', 'rubric']"
931,"['choose', 'three', 'project', 'like', 'team', 'decide', 'team']"
